,IliacCrest_x,IliacCrest_y,IliacCrest_likelihood,Hip_x,Hip_y,Hip_likelihood,Knee_x,Knee_y,Knee_likelihood,Ankle_x,Ankle_y,Ankle_likelihood,Metatarsal_x,Metatarsal_y,Metatarsal_likelihood,ToeTip_x,ToeTip_y,ToeTip_likelihood
134,119.06433,15.396118,1,112.01477,10.559082,1,122.607177734375,4.919842720031738,1,106.43005,-0.30517578,1,111.64856,-4.1046143,1,116.13464,-8.178711,1
135,119.23218,15.762329,1,112.44202,10.635376,1,123.4012680053711,5.747139930725098,1,107.83386,-1.083374,1,113.479614,-4.348755,1,118.46924,-7.7819824,1
136,119.506836,16.174316,1,112.838745,10.757446,1,124.08338928222656,6.567230224609375,1,109.26819,-1.7700195,1,115.20386,-4.486084,1,120.68176,-7.232666,1
137,119.85779,16.525269,1,113.31177,10.910034,1,124.73291778564453,7.228017807006836,1,110.90088,-2.6550293,1,116.97388,-4.699707,1,122.94006,-6.80542,1
138,120.13245,16.921997,1,113.73901,11.123657,1,125.32946014404297,8.015362739562988,1,112.76245,-3.4332275,1,118.881226,-5.218506,1,125.15259,-6.6070557,1
139,120.391846,17.227173,1,114.16626,11.199951,1,125.8712158203125,8.555314064025879,1,114.715576,-4.272461,1,120.95642,-5.935669,1,127.41089,-6.6223145,1
140,120.529175,17.486572,1,114.471436,11.199951,1,126.25862884521484,8.950040817260742,1,116.63818,-5.065918,1,122.94006,-6.713867,1,129.5166,-6.92749,1
141,120.80383,17.578125,1,114.76135,11.154175,1,126.59033966064453,9.13549518585205,1,118.30139,-5.706787,1,124.66431,-7.598877,1,131.3324,-7.5531006,1
142,120.86487,17.578125,1,115.00549,11.077881,1,126.83538818359375,9.064567565917969,1,119.62891,-6.3323975,1,126.09863,-8.636475,1,132.65991,-8.560181,1
143,120.86487,17.456055,1,115.112305,10.894775,1,126.91949462890625,8.752277374267578,1,120.49866,-6.9885254,1,126.89209,-9.780884,1,133.45337,-9.963989,1
