scorer,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking,DLC_JointTracking
15,-28.335571,25.299072,1,-35.52246,22.064209,1,-32.8855667114258,10.3575115203857,1,-47.11914,15.090942,1,-50.445557,8.453369,1,-50.39978,3.5095215,1
16,-28.045654,25.344849,1,-35.14099,22.30835,1,-32.2654266357422,10.6579790115356,1,-46.38672,15.716553,1,-49.102783,8.81958,1,-50.064087,3.479004,1
17,-27.755737,25.497437,1,-34.75952,22.567749,1,-31.7374229431152,10.9545269012451,1,-45.73059,16.357422,1,-47.37854,9.353638,1,-48.583984,3.7994385,1
18,-27.557373,25.482178,1,-34.484863,22.888184,1,-31.0166854858398,11.4002885818481,1,-45.028687,16.75415,1,-45.516968,9.796143,1,-46.00525,4.0893555,1
19,-27.313232,25.650024,1,-34.072876,23.101807,1,-30.3471832275391,11.6948261260986,1,-44.37256,17.01355,1,-43.762207,10.223389,1,-42.938232,4.5166016,1
20,-27.053833,25.6958,1,-33.78296,23.330688,1,-29.7690277099609,12.0219173431396,1,-43.85376,17.181396,1,-42.144775,10.726929,1,-39.96277,5.2337646,1
21,-26.809692,25.787354,1,-33.432007,23.406982,1,-29.1527099609375,12.1959342956543,1,-43.289185,17.211914,1,-40.634155,11.291504,1,-37.719727,6.0272217,1
22,-26.58081,25.878906,1,-33.172607,23.498535,1,-28.5909862518311,12.4076042175293,1,-42.83142,17.120361,1,-39.44397,11.566162,1,-36.071777,6.591797,1
23,-26.397705,25.9552,1,-32.974243,23.529053,1,-27.8484172821045,12.6788959503174,1,-42.266846,16.815186,1,-38.391113,11.657715,1,-34.835815,6.92749,1
24,-26.184082,26.046753,1,-32.65381,23.498535,1,-27.1930332183838,12.8130340576172,1,-41.793823,16.25061,1,-37.384033,11.428833,1,-33.52356,7.0343018,1
25,-25.985718,26.138306,1,-32.440186,23.376465,1,-26.4593811035156,12.9731006622314,1,-41.244507,15.50293,1,-36.30066,11.108398,1,-32.104492,7.095337,1
26,-25.772095,26.306152,1,-32.24182,23.239136,1,-25.5867614746094,13.2536401748657,1,-40.527344,14.587402,1,-35.217285,10.650635,1,-30.563354,7.019043,1
27,-25.58899,26.412964,1,-31.982422,23.05603,1,-24.7035827636719,13.5156707763672,1,-39.70337,13.595581,1,-33.920288,10.070801,1,-28.97644,6.9885254,1
28,-25.421143,26.504517,1,-31.677246,22.842407,1,-23.7908897399902,13.7977743148804,1,-38.742065,12.588501,1,-32.730103,9.506226,1,-27.46582,6.881714,1
29,-25.222778,26.626587,1,-31.448364,22.644043,1,-22.8332595825195,14.290599822998,1,-37.597656,11.642456,1,-31.311035,8.972168,1,-25.878906,6.80542,1
30,-25.07019,26.794434,1,-31.082153,22.460938,1,-21.952615737915,14.6730289459229,1,-36.40747,10.665894,1,-29.937744,8.4991455,1,-24.276733,6.7749023,1
31,-24.887085,26.916504,1,-30.731201,22.30835,1,-21.0148658752441,15.2661304473877,1,-34.957886,9.735107,1,-28.35083,7.9193115,1,-22.659302,6.6833496,1
32,-24.70398,27.069092,1,-30.380249,22.125244,1,-20.1760482788086,15.8106336593628,1,-33.447266,8.81958,1,-26.824951,7.293701,1,-20.996094,6.439209,1
33,-24.505615,27.175903,1,-29.937744,21.957397,1,-19.3430938720703,16.3223819732666,1,-31.829834,8.010864,1,-25.039673,6.744385,1,-19.226074,6.1950684,1
34,-24.353027,27.313232,1,-29.541016,21.850586,1,-18.6056365966797,16.9091777801514,1,-30.10559,7.2784424,1,-23.361206,6.1798096,1,-17.456055,6.0272217,1
35,-24.047852,27.374268,1,-29.037476,21.759033,1,-17.8953018188477,17.3034820556641,1,-28.549194,6.744385,1,-21.606445,5.6762695,1,-15.762329,5.9814453,1
36,-23.773193,27.404785,1,-28.59497,21.68274,1,-17.2911987304688,17.6547431945801,1,-27.130127,6.3323975,1,-20.187378,5.2490234,1,-14.419556,5.874634,1
37,-23.513794,27.404785,1,-28.198242,21.66748,1,-16.8361473083496,17.8070697784424,1,-26.19934,6.088257,1,-19.226074,4.638672,1,-13.381958,5.1879883,1
38,-23.132324,27.267456,1,-27.816772,21.621704,1,-16.5053329467773,17.6152935028076,1,-25.802612,5.844116,1,-18.966675,3.90625,1,-13.076782,4.0130615,1
39,-22.68982,26.97754,1,-27.526855,21.392822,1,-16.3726577758789,16.9674530029297,1,-26.229858,5.6610107,1,-19.53125,3.3874512,1,-13.702393,3.5552979,1
40,-22.29309,26.504517,1,-27.20642,21.087646,1,-16.2741584777832,16.1393508911133,1,-26.779175,5.432129,1,-20.339966,3.0670166,1,-14.572144,3.3569336,1
41,-21.850586,26.138306,1,-27.053833,20.79773,1,-16.2498760223389,15.5752277374268,1,-27.328491,5.4626465,1,-20.980835,2.9754639,1,-15.335083,3.2653809,1
42,-21.438599,25.924683,1,-26.809692,20.736694,1,-16.2092361450195,15.1126127243042,1,-27.832031,5.630493,1,-21.575928,2.9907227,1,-15.960693,3.2196045,1
43,-21.1792,25.6958,1,-26.687622,20.690918,1,-16.264986038208,14.743763923645,1,-28.35083,5.859375,1,-22.201538,2.9907227,1,-16.647339,3.189087,1
44,-20.79773,25.527954,1,-26.45874,20.67566,1,-16.3120803833008,14.2689990997314,1,-28.884888,6.088257,1,-22.888184,3.036499,1,-17.288208,3.0822754,1
45,-20.492554,25.344849,1,-26.351929,20.67566,1,-16.475191116333,13.8602313995361,1,-29.449463,6.3323975,1,-23.544312,3.0670166,1,-18.035889,3.0822754,1
46,-20.202637,25.115967,1,-26.19934,20.568848,1,-16.5643119812012,13.4157905578613,1,-29.937744,6.6223145,1,-24.20044,3.1433105,1,-18.692017,3.0975342,1
47,-19.927979,24.963379,1,-26.000977,20.599365,1,-16.7544174194336,12.9507617950439,1,-30.471802,6.881714,1,-24.780273,3.2196045,1,-19.378662,3.112793,1
48,-19.65332,24.795532,1,-25.863647,20.492554,1,-16.9215488433838,12.4901266098022,1,-30.929565,7.1258545,1,-25.45166,3.2653809,1,-20.03479,3.0975342,1
49,-19.363403,24.56665,1,-25.741577,20.370483,1,-17.0919876098633,12.0527563095093,1,-31.37207,7.461548,1,-25.970459,3.3111572,1,-20.6604,3.0975342,1
50,-19.119263,24.44458,1,-25.527954,20.309448,1,-17.2584400177002,11.6137504577637,1,-31.768799,7.8125,1,-26.59607,3.4332275,1,-21.331787,3.0822754,1
51,-18.90564,24.32251,1,-25.375366,20.27893,1,-17.4970283508301,11.2273139953613,1,-32.180786,8.163452,1,-27.145386,3.540039,1,-21.92688,3.0975342,1
52,-18.600464,24.246216,1,-25.146484,20.27893,1,-17.6750526428223,10.8886318206787,1,-32.485962,8.514404,1,-27.694702,3.6468506,1,-22.613525,3.1738281,1
53,-18.371582,24.230957,1,-24.978638,20.324707,1,-17.8681507110596,10.6582202911377,1,-32.76062,8.865356,1,-28.22876,3.829956,1,-23.254395,3.1738281,1
54,-18.096924,24.18518,1,-24.765015,20.401001,1,-18.1828632354736,10.3672952651978,1,-33.14209,9.262085,1,-28.778076,3.9672852,1,-23.880005,3.189087,1
55,-17.715454,24.368286,1,-24.520874,20.446777,1,-18.4100341796875,10.1192588806152,1,-33.40149,9.613037,1,-29.251099,4.135132,1,-24.490356,3.2653809,1
56,-17.425537,24.307251,1,-24.383545,20.53833,1,-18.6153373718262,10.015604019165,1,-33.615112,9.933472,1,-29.769897,4.272461,1,-25.08545,3.3111572,1
57,-17.105103,24.368286,1,-24.18518,20.599365,1,-18.8662185668945,9.84256935119629,1,-33.859253,10.299683,1,-30.273438,4.3945312,1,-25.665283,3.2653809,1
58,-16.89148,24.414062,1,-23.910522,20.751953,1,-18.9419841766357,9.8288745880127,1,-33.920288,10.635376,1,-30.74646,4.5166016,1,-26.321411,3.3416748,1
59,-16.555786,24.505615,1,-23.6969,20.858765,1,-19.150447845459,9.75337028503418,1,-34.103394,10.940552,1,-31.204224,4.6691895,1,-26.84021,3.3569336,1
60,-16.296387,24.536133,1,-23.498535,20.9198,1,-19.2363586425781,9.70223236083984,1,-34.16443,11.169434,1,-31.61621,4.776001,1,-27.374268,3.3721924,1
61,-16.082764,24.658203,1,-23.254395,21.057129,1,-19.3783683776855,9.70034980773926,1,-34.27124,11.489868,1,-32.043457,4.8675537,1,-27.923584,3.3416748,1
62,-15.777588,24.734497,1,-22.994995,21.133423,1,-19.4989318847656,9.65398120880127,1,-34.347534,11.779785,1,-32.455444,4.989624,1,-28.442383,3.3569336,1
63,-15.472412,24.82605,1,-22.705078,21.316528,1,-19.5313568115234,9.74382305145264,1,-34.347534,12.084961,1,-32.86743,5.218506,1,-28.97644,3.3721924,1
64,-15.136719,25.08545,1,-22.384644,21.499634,1,-19.4850082397461,9.8552303314209,1,-34.25598,12.466431,1,-33.26416,5.4016113,1,-29.525757,3.4942627,1
65,-14.785767,25.314331,1,-22.04895,21.697998,1,-19.5356864929199,9.96413612365723,1,-34.240723,12.924194,1,-33.584595,5.874634,1,-30.044556,3.540039,1
66,-14.389038,25.619507,1,-21.68274,22.04895,1,-19.3100051879883,10.2858667373657,1,-33.996582,13.336182,1,-33.90503,6.210327,1,-30.456543,3.616333,1
67,-14.11438,25.939941,1,-21.362305,22.338867,1,-19.2188529968262,10.5318517684937,1,-33.88977,13.656616,1,-34.16443,6.454468,1,-30.960083,3.6773682,1
68,-13.748169,26.275635,1,-21.026611,22.705078,1,-19.0875434875488,10.8627805709839,1,-33.78296,13.870239,1,-34.469604,6.7596436,1,-31.417847,3.753662,1
69,-13.381958,26.687622,1,-20.67566,23.07129,1,-18.9129104614258,11.2014636993408,1,-33.63037,14.099121,1,-34.698486,6.9732666,1,-31.89087,3.7841797,1
70,-12.9852295,27.08435,1,-20.339966,23.483276,1,-18.638370513916,11.6045322418213,1,-33.38623,14.343262,1,-34.942627,7.232666,1,-32.287598,3.753662,1
71,-12.573242,27.435303,1,-19.836426,23.880005,1,-18.1739978790283,11.9957141876221,1,-32.958984,14.526367,1,-35.003662,7.4768066,1,-32.699585,3.768921,1
72,-12.161255,27.664185,1,-19.424438,24.20044,1,-17.6292381286621,12.3354797363281,1,-32.440186,14.709473,1,-35.003662,7.7667236,1,-33.111572,3.7994385,1
73,-11.749268,27.786255,1,-18.966675,24.398804,1,-16.740909576416,12.607029914856,1,-31.570435,14.862061,1,-34.77478,8.010864,1,-33.554077,3.753662,1
74,-11.230469,27.877808,1,-18.4021,24.44458,1,-15.7069368362427,12.7511587142944,1,-30.532837,15.029907,1,-34.347534,8.422852,1,-33.7677,3.8146973,1
75,-10.71167,27.862549,1,-17.745972,24.353027,1,-14.5738182067871,12.7798919677734,1,-29.327393,15.487671,1,-33.37097,8.926392,1,-33.569336,4.043579,1
76,-10.177612,27.801514,1,-17.074585,24.353027,1,-13.5850706100464,12.8715953826904,1,-28.213501,16.189575,1,-31.906128,9.475708,1,-33.2489,4.1046143,1
77,-9.643555,27.679443,1,-16.418457,24.383545,1,-12.6491622924805,12.9908971786499,1,-27.145386,16.845703,1,-29.968262,9.933472,1,-31.768799,4.501343,1
78,-9.048462,27.572632,1,-15.914917,24.398804,1,-11.8851737976074,13.0956563949585,1,-26.260376,17.37976,1,-27.877808,10.360718,1,-29.144287,4.8065186,1
79,-8.666992,27.496338,1,-15.350342,24.429321,1,-11.1457748413086,13.1900339126587,1,-25.45166,17.700195,1,-25.756836,10.757446,1,-25.863647,5.0964355,1
80,-8.239746,27.34375,1,-14.953613,24.337769,1,-10.5085973739624,13.1913871765137,1,-24.795532,17.76123,1,-23.880005,11.016846,1,-22.613525,5.432129,1
81,-7.888794,27.191162,1,-14.511108,24.230957,1,-9.85142135620117,13.1725978851318,1,-24.18518,17.593384,1,-22.109985,11.230469,1,-19.943237,5.8135986,1
82,-7.6293945,27.069092,1,-14.160156,24.06311,1,-9.14278411865234,13.1623783111572,1,-23.590088,17.196655,1,-20.736694,11.230469,1,-17.959595,6.0424805,1
83,-7.4157715,26.96228,1,-13.778687,23.925781,1,-8.4171142578125,13.1901607513428,1,-22.994995,16.723633,1,-19.485474,11.062622,1,-16.448975,6.072998,1
84,-7.0343018,26.901245,1,-13.305664,23.788452,1,-7.43068981170654,13.3249597549438,1,-22.18628,16.021729,1,-18.173218,10.772705,1,-14.846802,6.1187744,1
85,-6.7596436,26.931763,1,-12.924194,23.620605,1,-6.49020957946777,13.491250038147,1,-21.392822,15.197754,1,-16.708374,10.543823,1,-12.878418,6.2561035,1
86,-6.4086914,26.97754,1,-12.512207,23.406982,1,-5.44241142272949,13.7106952667236,1,-20.431519,14.282227,1,-15.151978,10.20813,1,-10.787964,6.500244,1
87,-6.1187744,27.08435,1,-12.130737,23.239136,1,-4.35472106933594,14.0994644165039,1,-19.332886,13.290405,1,-13.61084,9.82666,1,-8.804321,6.729126,1
88,-5.7525635,27.191162,1,-11.627197,23.086548,1,-3.24019145965576,14.5041160583496,1,-18.081665,12.329102,1,-12.039185,9.521484,1,-6.9122314,6.92749,1
89,-5.432129,27.374268,1,-11.138916,22.949219,1,-2.09421920776367,15.0629348754883,1,-16.647339,11.428833,1,-10.437012,9.109497,1,-5.0201416,7.156372,1
90,-5.1727295,27.60315,1,-10.635376,22.827148,1,-1.00564861297607,15.6669578552246,1,-15.075684,10.467529,1,-8.605957,8.69751,1,-3.0670166,7.30896,1
91,-4.776001,27.84729,1,-10.1623535,22.644043,1,0.14327335357666,16.4963550567627,1,-13.168335,9.58252,1,-6.6986084,8.270264,1,-1.0223389,7.2784424,1
92,-4.501343,27.999878,1,-9.552002,22.537231,1,1.17115116119385,17.1507682800293,1,-11.230469,8.712769,1,-4.623413,7.6446533,1,1.0528564,7.095337,1
93,-4.180908,28.152466,1,-8.972168,22.445679,1,2.14218616485596,17.9211730957031,1,-9.063721,7.949829,1,-2.5024414,7.171631,1,3.1738281,6.881714,1
94,-3.753662,28.22876,1,-8.331299,22.30835,1,3.0356616973877,18.462287902832,1,-7.095337,7.4005127,1,-0.39672852,6.591797,1,5.3100586,6.5460205,1
95,-3.4332275,28.198242,1,-7.736206,22.216797,1,3.78265142440796,18.8528823852539,1,-5.355835,6.958008,1,1.3580322,5.9051514,1,7.0343018,6.225586,1
96,-2.9754639,28.09143,1,-7.1105957,22.064209,1,4.45592260360718,18.8680152893066,1,-4.119873,6.5612793,1,2.5634766,5.1116943,1,8.285522,5.432129,1
97,-2.5482178,27.84729,1,-6.6223145,21.759033,1,4.95505332946777,18.6023635864258,1,-3.5858154,6.2713623,1,2.9296875,4.3182373,1,8.621216,4.058838,1
98,-2.0446777,27.450562,1,-6.1798096,21.42334,1,5.26801300048828,17.8250942230225,1,-3.9367676,5.9814453,1,2.4261475,3.7384033,1,7.9345703,3.6621094,1
99,-1.6021729,26.96228,1,-5.935669,21.011353,1,5.37638425827026,17.0066719055176,1,-4.470825,5.6915283,1,1.6021729,3.3111572,1,7.003784,3.5095215,1
100,-1.2664795,26.519775,1,-5.6915283,20.629883,1,5.54430389404297,16.4160861968994,1,-4.989624,5.7373047,1,1.0375977,3.2806396,1,6.362915,3.479004,1
101,-0.8544922,26.321411,1,-5.493164,20.584106,1,5.59392070770264,15.9931869506836,1,-5.493164,5.8898926,1,0.4119873,3.2653809,1,5.6762695,3.4179688,1
102,-0.39672852,26.275635,1,-5.264282,20.584106,1,5.64722013473511,15.5901975631714,1,-5.996704,6.134033,1,-0.18310547,3.2806396,1,5.050659,3.4332275,1
103,-0.16784668,26.153564,1,-5.126953,20.6604,1,5.58392763137817,15.2495765686035,1,-6.500244,6.362915,1,-0.76293945,3.326416,1,4.3945312,3.3874512,1
104,0.18310547,26.062012,1,-4.989624,20.706177,1,5.45560598373413,14.7987928390503,1,-7.080078,6.5612793,1,-1.4801025,3.3416748,1,3.692627,3.40271,1
105,0.44250488,25.939941,1,-4.852295,20.706177,1,5.3076958656311,14.3206787109375,1,-7.6293945,6.729126,1,-2.105713,3.4484863,1,3.1280518,3.3569336,1
106,0.6561279,25.756836,1,-4.776001,20.614624,1,5.15291357040405,13.8754367828369,1,-8.132935,6.9122314,1,-2.7160645,3.40271,1,2.4719238,3.2653809,1
107,0.9613037,25.604248,1,-4.6081543,20.507812,1,4.96918296813965,13.2776937484741,1,-8.69751,7.095337,1,-3.4332275,3.4942627,1,1.7700195,3.2348633,1
108,1.1901855,25.436401,1,-4.5776367,20.339966,1,4.73090696334839,12.7669191360474,1,-9.246826,7.3242188,1,-4.043579,3.5095215,1,1.0986328,3.2348633,1
109,1.449585,25.253296,1,-4.4403076,20.217896,1,4.50168418884277,12.2153482437134,1,-9.750366,7.537842,1,-4.6844482,3.5247803,1,0.4272461,3.2043457,1
110,1.6479492,25.07019,1,-4.425049,20.095825,1,4.20857238769531,11.7615222930908,1,-10.253906,7.7819824,1,-5.2490234,3.6010742,1,-0.18310547,3.189087,1
111,1.7242432,24.917603,1,-4.425049,20.050049,1,3.90471124649048,11.4120464324951,1,-10.71167,8.041382,1,-5.859375,3.7078857,1,-0.8087158,3.2043457,1
112,1.8005371,24.810791,1,-4.425049,20.080566,1,3.63511896133423,11.1904754638672,1,-11.077881,8.270264,1,-6.4086914,3.7384033,1,-1.4801025,3.2806396,1
113,1.9226074,24.734497,1,-4.4555664,20.111084,1,3.33347225189209,10.9825086593628,1,-11.474609,8.590698,1,-7.003784,3.8604736,1,-2.166748,3.326416,1
114,1.953125,24.765015,1,-4.4403076,20.126343,1,2.97161769866943,10.6890048980713,1,-11.917114,8.865356,1,-7.5531006,3.9367676,1,-2.746582,3.2806396,1
115,2.0599365,24.749756,1,-4.470825,20.248413,1,2.65954923629761,10.596586227417,1,-12.268066,9.124756,1,-8.087158,4.043579,1,-3.40271,3.3569336,1
116,2.1209717,24.841309,1,-4.425049,20.324707,1,2.39209079742432,10.4491519927979,1,-12.573242,9.429932,1,-8.666992,4.135132,1,-3.9520264,3.3569336,1
117,2.2583008,24.932861,1,-4.348755,20.492554,1,2.07930564880371,10.3594379425049,1,-12.908936,9.765625,1,-9.20105,4.257202,1,-4.623413,3.3874512,1
118,2.2888184,25.009155,1,-4.3182373,20.6604,1,1.78314304351807,10.3272895812988,1,-13.214111,10.040283,1,-9.735107,4.3945312,1,-5.203247,3.463745,1
119,2.380371,25.100708,1,-4.196167,20.828247,1,1.52647733688355,10.2806720733643,1,-13.473511,10.299683,1,-10.223389,4.5776367,1,-5.79834,3.4942627,1
120,2.5024414,25.20752,1,-4.2419434,20.980835,1,1.2341194152832,10.3031616210938,1,-13.763428,10.574341,1,-10.71167,4.5928955,1,-6.42395,3.4942627,1
121,2.5939941,25.314331,1,-4.1503906,21.118164,1,0.979409217834473,10.2698860168457,1,-14.007568,10.894775,1,-11.245728,4.8065186,1,-6.958008,3.5247803,1
122,2.6550293,25.390625,1,-4.135132,21.224976,1,0.77336311340332,10.2747850418091,1,-14.205933,11.062622,1,-11.71875,4.8675537,1,-7.5683594,3.5705566,1
123,2.7160645,25.45166,1,-4.135132,21.331787,1,0.59359884262085,10.3027744293213,1,-14.373779,11.291504,1,-12.22229,4.928589,1,-8.178711,3.5247803,1
124,2.7618408,25.512695,1,-4.0740967,21.408081,1,0.314608097076416,10.2394075393677,1,-14.633179,11.489868,1,-12.710571,4.989624,1,-8.712769,3.5247803,1
125,2.746582,25.650024,1,-4.0740967,21.530151,1,0.075045108795166,10.2702836990356,1,-14.862061,11.642456,1,-13.183594,5.126953,1,-9.277344,3.5858154,1
126,2.7313232,25.6958,1,-4.0740967,21.606445,1,-0.114722728729248,10.2784547805786,1,-15.029907,11.871338,1,-13.656616,5.218506,1,-9.933472,3.540039,1
127,2.7313232,25.909424,1,-4.058838,21.759033,1,-0.227993965148926,10.3869333267212,1,-15.136719,12.039185,1,-14.11438,5.340576,1,-10.421753,3.6010742,1
128,2.7008057,26.107788,1,-3.9978027,21.865845,1,-0.415957927703857,10.412880897522,1,-15.304565,12.237549,1,-14.572144,5.4779053,1,-10.910034,3.6315918,1
129,2.7008057,26.367188,1,-3.9978027,22.064209,1,-0.558706283569336,10.5675754547119,1,-15.441895,12.435913,1,-14.968872,5.630493,1,-11.413574,3.6315918,1
130,2.7313232,26.626587,1,-3.9978027,22.29309,1,-0.689582824707031,10.7581157684326,1,-15.563965,12.6953125,1,-15.441895,5.859375,1,-12.008667,3.7231445,1
131,2.7313232,26.870728,1,-3.8604736,22.521973,1,-0.771219730377197,10.9264345169067,1,-15.625,13.015747,1,-15.823364,6.164551,1,-12.542725,3.7994385,1
132,2.8076172,27.20642,1,-3.8146973,22.750854,1,-0.908761978149414,11.1080226898193,1,-15.762329,13.198853,1,-16.220093,6.378174,1,-13.015747,3.7994385,1
133,2.9144287,27.542114,1,-3.7078857,23.07129,1,-0.955487728118897,11.3912076950073,1,-15.808105,13.48877,1,-16.571045,6.6375732,1,-13.519287,3.829956,1
134,2.9754639,27.862549,1,-3.5705566,23.4375,1,-0.938382625579834,11.7297372817993,1,-15.808105,13.702393,1,-16.89148,6.8206787,1,-14.007568,3.8452148,1
135,3.112793,28.213501,1,-3.463745,23.80371,1,-0.956650733947754,12.0685291290283,1,-15.838623,13.946533,1,-17.196655,7.0495605,1,-14.450073,3.8909912,1
136,3.2196045,28.564453,1,-3.326416,24.169922,1,-0.929218292236328,12.4117984771729,1,-15.823364,14.190674,1,-17.456055,7.2784424,1,-14.968872,3.8452148,1
137,3.3569336,28.869629,1,-3.2043457,24.520874,1,-0.778870582580566,12.7685518264771,1,-15.686035,14.434814,1,-17.654419,7.5683594,1,-15.411377,3.90625,1
138,3.479004,29.006958,1,-2.9907227,24.765015,1,-0.563511371612549,13.01305103302,1,-15.472412,14.663696,1,-17.791748,7.8430176,1,-15.808105,3.90625,1
139,3.7231445,29.159546,1,-2.8381348,24.932861,1,-0.14165210723877,13.2397441864014,1,-15.045166,14.9383545,1,-17.669678,8.178711,1,-16.220093,3.90625,1
140,3.9215088,29.190063,1,-2.4871826,24.993896,1,0.583826541900635,13.3935127258301,1,-14.312744,15.151978,1,-17.333984,8.483887,1,-16.464233,3.9367676,1
141,4.2877197,29.190063,1,-2.1972656,25.024414,1,1.48391151428223,13.602988243103,1,-13.397217,15.487671,1,-16.616821,8.758545,1,-16.464233,4.1046143,1
142,4.5928955,29.11377,1,-1.739502,25.07019,1,2.40101051330566,13.8071460723877,1,-12.420654,16.113281,1,-15.518188,9.292603,1,-16.26587,4.180908,1
143,5.0811768,29.083252,1,-1.2817383,25.20752,1,3.25332927703857,14.0974721908569,1,-11.520386,16.693115,1,-13.900757,9.887695,1,-15.12146,4.547119,1
144,5.3863525,28.930664,1,-0.88500977,25.32959,1,4.01152229309082,14.3740434646606,1,-10.71167,17.242432,1,-12.023926,10.345459,1,-12.908936,4.8675537,1
145,5.6762695,28.717041,1,-0.38146973,25.436401,1,4.8112268447876,14.6180877685547,1,-9.902954,17.532349,1,-10.116577,10.726929,1,-10.025024,5.1879883,1
146,6.0424805,28.59497,1,0,25.405884,1,5.56091499328613,14.7721529006958,1,-9.185791,17.51709,1,-8.178711,10.986328,1,-6.942749,5.4626465,1
147,6.362915,28.427124,1,0.4119873,25.283813,1,6.21558475494385,14.7805633544922,1,-8.560181,17.364502,1,-6.439209,11.154175,1,-4.0740967,5.9814453,1
148,6.668091,28.335571,1,0.88500977,25.07019,1,6.98659467697144,14.7372026443481,1,-7.827759,17.089844,1,-4.8980713,11.3220215,1,-1.876831,6.3934326,1
149,6.9732666,28.137207,1,1.1901855,24.82605,1,7.76599264144897,14.7881832122803,1,-7.1105957,16.708374,1,-3.616333,11.306763,1,-0.16784668,6.6223145,1
150,7.293701,27.923584,1,1.663208,24.551392,1,8.53847789764404,14.7162189483643,1,-6.3934326,16.143799,1,-2.3651123,11.047363,1,1.3122559,6.6986084,1
151,7.598877,27.755737,1,2.0446777,24.215698,1,9.35469627380371,14.6992063522339,1,-5.630493,15.365601,1,-1.0528564,10.635376,1,2.8686523,6.5307617,1
152,7.949829,27.60315,1,2.4261475,23.834229,1,10.2949457168579,14.7743148803711,1,-4.699707,14.373779,1,0.32043457,10.070801,1,4.6691895,6.378174,1
153,8.19397,27.359009,1,2.8076172,23.361206,1,11.2589893341064,14.8421516418457,1,-3.6621094,13.305664,1,1.8005371,9.521484,1,6.500244,6.30188,1
